Month,Year,Postcode,# of Bonds 
October,2018,2406,3
October,2018,2409,1
October,2018,2420,4
October,2018,2421,1
October,2018,2422,14
October,2018,2423,8
October,2018,2425,3
October,2018,2427,15
October,2018,2428,74
October,2018,2429,11
October,2018,2430,94
October,2018,2431,17
October,2018,2439,7
October,2018,2440,50
October,2018,2441,5
October,2018,2443,28
October,2018,2444,197
October,2018,2445,15
October,2018,2446,34
October,2018,2447,13
October,2018,2448,36
October,2018,2449,3
October,2018,2450,148
October,2018,2452,49
October,2018,2453,8
October,2018,2454,8
October,2018,2455,9
October,2018,2456,27
October,2018,2460,68
October,2018,2462,4
October,2018,2463,20
October,2018,2464,44
October,2018,2465,2
October,2018,2466,28
October,2018,2470,23
October,2018,2471,4
October,2018,2472,4
October,2018,2473,9
October,2018,2474,11
October,2018,2477,29
October,2018,2478,99
October,2018,2479,16
October,2018,2480,91
October,2018,2481,49
October,2018,2482,24
October,2018,2483,38
October,2018,2484,33
October,2018,2485,77
October,2018,2486,66
October,2018,2487,48
October,2018,2488,11
October,2018,2489,21
October,2018,2500,278
October,2018,2502,48
October,2018,2505,18
October,2018,2506,17
October,2018,2508,11
October,2018,2515,29
October,2018,2516,31
October,2018,2517,22
October,2018,2518,67
October,2018,2519,44
October,2018,2520,1
October,2018,2525,23
October,2018,2526,29
October,2018,2527,51
October,2018,2528,65
October,2018,2529,80
October,2018,2530,58
October,2018,2533,35
October,2018,2534,23
October,2018,2535,12
October,2018,2536,69
October,2018,2537,24
October,2018,2538,3
October,2018,2539,28
October,2018,2540,114
October,2018,2541,89
October,2018,2545,2
October,2018,2546,31
October,2018,2548,23
October,2018,2549,4
October,2018,2550,40
October,2018,2551,9
October,2018,2556,2
October,2018,2557,56
October,2018,2558,20
October,2018,2559,6
October,2018,2560,252
October,2018,2563,1
October,2018,2564,32
October,2018,2565,83
October,2018,2566,54
October,2018,2567,75
October,2018,2569,1
October,2018,2570,175
October,2018,2571,16
October,2018,2572,10
October,2018,2573,23
October,2018,2574,9
October,2018,2575,38
October,2018,2576,21
October,2018,2577,22
October,2018,2578,9
October,2018,2579,7
October,2018,2580,88
October,2018,2581,2
October,2018,2582,15
October,2018,2583,2
October,2018,2584,1
October,2018,2585,1
October,2018,2586,5
October,2018,2587,4
October,2018,2590,20
October,2018,2594,36
October,2018,2604,1
October,2018,2611,1
October,2018,2612,1
October,2018,2617,2
October,2018,2618,1
October,2018,2619,19
October,2018,2620,148
October,2018,2621,11
October,2018,2622,4
October,2018,2623,1
October,2018,2625,4
October,2018,2627,63
October,2018,2628,4
October,2018,2630,31
October,2018,2632,2
October,2018,2633,1
October,2018,2640,133
October,2018,2641,80
October,2018,2642,8
October,2018,2643,9
October,2018,2644,4
October,2018,2646,17
October,2018,2647,5
October,2018,2648,8
October,2018,2650,222
October,2018,2651,12
October,2018,2652,4
October,2018,2653,4
October,2018,2655,2
October,2018,2656,2
October,2018,2658,2
October,2018,2659,1
October,2018,2660,3
October,2018,2663,11
October,2018,2665,1
October,2018,2666,3
October,2018,2668,1
October,2018,2671,4
October,2018,2672,2
October,2018,2675,4
October,2018,2680,47
October,2018,2681,1
October,2018,2700,11
October,2018,2701,3
October,2018,2703,2
October,2018,2705,34
October,2018,2706,4
October,2018,2710,34
October,2018,2711,5
October,2018,2712,4
October,2018,2713,6
October,2018,2714,10
October,2018,2715,5
October,2018,2717,1
October,2018,2720,25
October,2018,2722,8
October,2018,2730,4
October,2018,2731,17
October,2018,2732,2
October,2018,2733,1
October,2018,2738,5
October,2018,2739,18
October,2018,2745,68
October,2018,2747,184
October,2018,2748,1
October,2018,2749,38
October,2018,2750,258
October,2018,2752,9
October,2018,2753,50
October,2018,2754,7
October,2018,2756,83
October,2018,2757,2
October,2018,2758,9
October,2018,2759,45
October,2018,2760,162
October,2018,2761,82
October,2018,2762,80
October,2018,2763,86
October,2018,2765,81
October,2018,2766,39
October,2018,2767,46
October,2018,2768,50
October,2018,2769,36
October,2018,2770,171
October,2018,2773,7
October,2018,2774,22
October,2018,2775,3
October,2018,2776,8
October,2018,2777,29
October,2018,2779,6
October,2018,2780,46
October,2018,2782,8
October,2018,2783,2
October,2018,2784,4
October,2018,2785,8
October,2018,2787,13
October,2018,2789,1
October,2018,2790,55
October,2018,2793,1
October,2018,2794,34
October,2018,2795,157
October,2018,2798,3
October,2018,2799,19
October,2018,2800,195
October,2018,2804,3
October,2018,2806,2
October,2018,2810,7
October,2018,2820,21
October,2018,2821,19
October,2018,2823,2
October,2018,2824,7
October,2018,2825,4
October,2018,2827,10
October,2018,2828,3
October,2018,2829,10
October,2018,2830,211
October,2018,2831,3
October,2018,2832,8
October,2018,2834,5
October,2018,2835,21
October,2018,2836,1
October,2018,2839,2
October,2018,2840,5
October,2018,2843,2
October,2018,2844,4
October,2018,2845,3
October,2018,2847,5
October,2018,2848,7
October,2018,2849,2
October,2018,2850,59
October,2018,2852,10
October,2018,2866,5
October,2018,2869,2
October,2018,2870,33
October,2018,2871,27
October,2018,2875,1
October,2018,2877,9
October,2018,2880,67
October,2019,2000,404
October,2019,2007,114
October,2019,2008,229
October,2019,2009,98
October,2019,2010,371
October,2019,2011,296
October,2019,2015,88
October,2019,2016,144
October,2019,2017,423
October,2019,2018,124
October,2019,2019,64
October,2019,2020,208
October,2019,2021,173
October,2019,2022,151
October,2019,2023,60
October,2019,2024,56
October,2019,2025,44
October,2019,2026,356
October,2019,2027,61
October,2019,2028,43
October,2019,2029,75
October,2019,2030,37
October,2019,2031,246
October,2019,2032,82
October,2019,2033,89
October,2019,2034,152
October,2019,2035,189
October,2019,2036,146
October,2019,2037,142
October,2019,2038,49
October,2019,2039,76
October,2019,2040,128
October,2019,2041,85
October,2019,2042,168
October,2019,2043,52
October,2019,2044,39
October,2019,2045,13
October,2019,2046,101
October,2019,2047,86
October,2019,2048,44
October,2019,2049,89
October,2019,2050,85
October,2019,2060,178
October,2019,2061,87
October,2019,2062,51
October,2019,2063,22
October,2019,2064,43
October,2019,2065,244
October,2019,2066,149
October,2019,2067,228
October,2019,2068,42
October,2019,2069,30
October,2019,2070,41
October,2019,2071,31
October,2019,2072,42
October,2019,2073,37
October,2019,2074,35
October,2019,2075,32
October,2019,2076,38
October,2019,2077,202
October,2019,2079,15
October,2019,2080,3
October,2019,2081,8
October,2019,2082,6
October,2019,2083,5
October,2019,2084,4
October,2019,2085,10
October,2019,2086,50
October,2019,2087,26
October,2019,2088,145
October,2019,2089,121
October,2019,2090,88
October,2019,2092,9
October,2019,2093,69
October,2019,2094,41
October,2019,2095,146
October,2019,2096,108
October,2019,2097,37
October,2019,2099,198
October,2019,2100,67
October,2019,2101,66
October,2019,2102,15
October,2019,2103,32
October,2019,2104,2
October,2019,2105,3
October,2019,2106,24
October,2019,2107,26
October,2019,2108,9
October,2019,2110,18
October,2019,2111,66
October,2019,2112,196
October,2019,2113,132
October,2019,2114,138
October,2019,2115,27
October,2019,2116,28
October,2019,2117,74
October,2019,2118,116
October,2019,2119,27
October,2019,2120,44
October,2019,2121,156
October,2019,2122,104
October,2019,2125,25
October,2019,2126,29
October,2019,2127,202
October,2019,2128,14
October,2019,2130,72
October,2019,2131,156
October,2019,2132,28
October,2019,2133,36
October,2019,2134,88
October,2019,2135,142
October,2019,2136,33
October,2019,2137,114
October,2019,2138,134
October,2019,2140,174
October,2019,2141,118
October,2019,2142,181
October,2019,2143,29
October,2019,2144,144
October,2019,2145,384
October,2019,2146,52
October,2019,2147,76
October,2019,2148,227
October,2019,2150,349
October,2019,2151,100
October,2019,2152,42
October,2019,2153,128
October,2019,2154,88
October,2019,2155,272
October,2019,2156,12
October,2019,2157,2
October,2019,2158,9
October,2019,2160,191
October,2019,2161,112
October,2019,2162,37
October,2019,2163,29
October,2019,2164,42
October,2019,2165,105
October,2019,2166,110
October,2019,2167,27
October,2019,2168,86
October,2019,2170,477
October,2019,2171,55
October,2019,2172,1
October,2019,2173,34
October,2019,2174,43
October,2019,2175,1
October,2019,2176,42
October,2019,2177,23
October,2019,2178,10
October,2019,2179,41
October,2019,2190,46
October,2019,2191,20
October,2019,2192,52
October,2019,2193,80
October,2019,2194,158
October,2019,2195,128
October,2019,2196,96
October,2019,2197,21
October,2019,2198,16
October,2019,2199,52
October,2019,2200,166
October,2019,2203,123
October,2019,2204,194
October,2019,2205,165
October,2019,2206,40
October,2019,2207,84
October,2019,2208,26
October,2019,2209,38
October,2019,2210,71
October,2019,2211,40
October,2019,2212,39
October,2019,2213,44
October,2019,2216,145
October,2019,2217,128
October,2019,2218,69
October,2019,2219,37
October,2019,2220,178
October,2019,2221,39
October,2019,2222,54
October,2019,2223,51
October,2019,2224,38
October,2019,2225,4
October,2019,2226,21
October,2019,2227,35
October,2019,2228,81
October,2019,2229,89
October,2019,2230,190
October,2019,2231,2
October,2019,2232,133
October,2019,2233,30
October,2019,2234,30
October,2019,2250,225
October,2019,2251,60
October,2019,2256,60
October,2019,2257,117
October,2019,2258,12
October,2019,2259,206
October,2019,2260,74
October,2019,2261,159
October,2019,2262,51
October,2019,2263,101
October,2019,2264,53
October,2019,2265,11
October,2019,2267,7
October,2019,2278,4
October,2019,2280,54
October,2019,2281,22
October,2019,2282,28
October,2019,2283,49
October,2019,2284,38
October,2019,2285,57
October,2019,2286,9
October,2019,2287,143
October,2019,2289,76
October,2019,2290,107
October,2019,2291,62
October,2019,2292,10
October,2019,2293,27
October,2019,2294,11
October,2019,2295,30
October,2019,2296,14
October,2019,2297,4
October,2019,2298,57
October,2019,2299,59
October,2019,2300,110
October,2019,2301,2
October,2019,2302,37
October,2019,2303,37
October,2019,2304,71
October,2019,2305,44
October,2019,2306,8
October,2019,2307,25
October,2019,2312,3
October,2019,2315,48
October,2019,2316,8
October,2019,2317,22
October,2019,2318,19
October,2019,2319,18
October,2019,2320,98
October,2019,2321,63
October,2019,2322,48
October,2019,2323,69
October,2019,2324,66
October,2019,2325,91
October,2019,2326,9
October,2019,2327,29
October,2019,2328,4
October,2019,2329,3
October,2019,2330,73
October,2019,2333,74
October,2019,2334,7
October,2019,2335,20
October,2019,2336,4
October,2019,2337,15
October,2019,2338,7
October,2019,2339,1
October,2019,2340,202
October,2019,2341,2
October,2019,2343,13
October,2019,2346,6
October,2019,2347,7
October,2019,2350,122
October,2019,2352,4
October,2019,2354,2
October,2019,2357,6
October,2019,2358,11
October,2019,2360,46
October,2019,2361,1
October,2019,2365,12
October,2019,2370,27
October,2019,2371,1
October,2019,2372,12
October,2019,2380,45
October,2019,2381,2
October,2019,2382,5
October,2019,2388,6
October,2019,2390,31
October,2019,2397,1
October,2019,2400,42
October,2019,2402,5
October,2019,2404,7
October,2019,2405,1
October,2019,2406,1
October,2019,2408,1
October,2019,2409,2
October,2019,2420,6
October,2019,2422,17
October,2019,2423,7
October,2019,2425,1
October,2019,2427,11
October,2019,2428,96
October,2019,2429,18
October,2019,2430,85
October,2019,2431,21
October,2019,2439,8
October,2019,2440,43
October,2019,2441,8
October,2019,2443,23
October,2019,2444,222
October,2019,2445,13
October,2019,2446,33
October,2019,2447,20
October,2019,2448,25
October,2019,2449,2
October,2019,2450,186
October,2019,2452,37
October,2019,2453,5
October,2019,2454,24
October,2019,2455,9
October,2019,2456,37
October,2019,2460,88
October,2019,2462,6
October,2019,2463,15
October,2019,2464,39
October,2019,2465,4
October,2019,2466,4
October,2019,2469,1
October,2019,2470,40
October,2019,2471,9
October,2019,2472,4
October,2019,2473,24
October,2019,2474,16
October,2019,2476,2
October,2019,2477,25
October,2019,2478,116
October,2019,2479,18
October,2019,2480,101
October,2019,2481,54
October,2019,2482,15
October,2019,2483,32
October,2019,2484,45
October,2019,2485,77
October,2019,2486,79
October,2019,2487,39
October,2019,2488,11
October,2019,2489,15
October,2019,2490,1
October,2019,2500,260
October,2019,2502,58
October,2019,2505,30
October,2019,2506,14
October,2019,2508,18
October,2019,2515,21
October,2019,2516,4
October,2019,2517,20
October,2019,2518,52
October,2019,2519,49
October,2019,2525,16
October,2019,2526,30
October,2019,2527,67
October,2019,2528,50
October,2019,2529,76
October,2019,2530,70
October,2019,2533,34
October,2019,2534,15
October,2019,2535,12
October,2019,2536,69
October,2019,2537,21
October,2019,2538,2
October,2019,2539,53
October,2019,2540,84
October,2019,2541,96
October,2019,2545,1
October,2019,2546,19
October,2019,2548,28
October,2019,2549,4
October,2019,2550,29
October,2019,2551,8
October,2019,2556,2
October,2019,2557,59
October,2019,2558,14
October,2019,2559,1
October,2019,2560,250
October,2019,2564,28
October,2019,2565,98
October,2019,2566,62
October,2019,2567,98
October,2019,2568,1
October,2019,2569,1
October,2019,2570,193
October,2019,2571,20
October,2019,2572,8
October,2019,2573,11
October,2019,2574,9
October,2019,2575,47
October,2019,2576,32
October,2019,2577,36
October,2019,2578,7
October,2019,2579,5
October,2019,2580,69
October,2019,2581,2
October,2019,2582,11
October,2019,2583,3
October,2019,2586,6
October,2019,2587,2
October,2019,2590,17
October,2019,2594,38
October,2019,2618,1
October,2019,2619,10
October,2019,2620,135
October,2019,2621,12
October,2019,2622,9
October,2019,2625,1
October,2019,2627,55
October,2019,2628,8
October,2019,2630,34
October,2019,2631,1
October,2019,2632,2
October,2019,2633,1
October,2019,2640,128
October,2019,2641,70
October,2019,2642,6
October,2019,2643,7
October,2019,2644,9
October,2019,2645,1
October,2019,2646,16
October,2019,2647,8
October,2019,2648,7
October,2019,2650,204
October,2019,2651,6
October,2019,2652,1
October,2019,2653,3
October,2019,2656,2
October,2019,2658,1
October,2019,2660,3
October,2019,2661,1
October,2019,2663,16
October,2019,2665,3
October,2019,2666,7
October,2019,2671,7
October,2019,2672,1
October,2019,2675,2
October,2019,2680,66
October,2019,2681,2
October,2019,2700,14
October,2019,2701,1
October,2019,2702,1
October,2019,2703,2
October,2019,2705,17
October,2019,2706,2
October,2019,2707,3
October,2019,2710,38
October,2019,2711,7
October,2019,2712,1
October,2019,2713,5
October,2019,2714,5
October,2019,2715,27
October,2019,2716,1
October,2019,2717,3
October,2019,2720,24
October,2019,2722,6
October,2019,2725,1
October,2019,2729,1
October,2019,2730,3
October,2019,2731,17
October,2019,2732,6
October,2019,2733,1
October,2019,2736,2
October,2019,2739,11
October,2019,2745,64
October,2019,2747,202
October,2019,2749,32
October,2019,2750,312
October,2019,2752,6
October,2019,2753,60
October,2019,2754,23
October,2019,2756,97
October,2019,2757,3
October,2019,2758,5
October,2019,2759,36
October,2019,2760,186
October,2019,2761,77
October,2019,2762,72
October,2019,2763,81
October,2019,2765,137
October,2019,2766,40
October,2019,2767,44
October,2019,2768,43
October,2019,2769,34
October,2019,2770,150
October,2019,2773,6
October,2019,2774,29
October,2019,2775,2
October,2019,2776,7
October,2019,2777,33
October,2019,2779,8
October,2019,2780,53
October,2019,2782,18
October,2019,2783,12
October,2019,2784,2
October,2019,2785,9
October,2019,2786,1
October,2019,2787,19
October,2019,2790,39
October,2019,2793,2
October,2019,2794,27
October,2019,2795,134
October,2019,2798,2
October,2019,2799,13
October,2019,2800,152
October,2019,2803,1
October,2019,2804,3
October,2019,2810,6
October,2019,2820,23
October,2019,2821,10
October,2019,2823,2
October,2019,2824,5
October,2019,2825,5
October,2019,2827,8
October,2019,2828,1
October,2019,2829,6
October,2019,2830,162
October,2019,2831,1
October,2019,2832,6
October,2019,2833,4
October,2019,2834,5
October,2019,2835,20
October,2019,2836,3
October,2019,2839,2
October,2019,2840,5
October,2019,2843,1
October,2019,2844,1
October,2019,2845,2
October,2019,2848,3
October,2019,2849,1
October,2019,2850,73
October,2019,2852,9
October,2019,2866,1
October,2019,2870,28
October,2019,2871,17
October,2019,2873,1
October,2019,2874,1
October,2019,2875,1
October,2019,2877,9
October,2019,2879,1
October,2019,2880,47
October,2020,2000,632
October,2020,2007,118
October,2020,2008,266
October,2020,2009,202
October,2020,2010,396
October,2020,2011,356
October,2020,2015,99
October,2020,2016,120
October,2020,2017,575
October,2020,2018,157
October,2020,2019,66
October,2020,2020,244
October,2020,2021,145
October,2020,2022,187
October,2020,2023,72
October,2020,2024,86
October,2020,2025,48
October,2020,2026,405
October,2020,2027,53
October,2020,2028,31
October,2020,2029,80
October,2020,2030,43
October,2020,2031,317
October,2020,2032,159
October,2020,2033,114
October,2020,2034,173
October,2020,2035,214
October,2020,2036,168
October,2020,2037,217
October,2020,2038,55
October,2020,2039,71
October,2020,2040,115
October,2020,2041,83
October,2020,2042,239
October,2020,2043,81
October,2020,2044,80
October,2020,2045,8
October,2020,2046,76
October,2020,2047,71
October,2020,2048,47
October,2020,2049,73
October,2020,2050,134
October,2020,2060,199
October,2020,2061,67
October,2020,2062,37
October,2020,2063,12
October,2020,2064,67
October,2020,2065,295
October,2020,2066,147
October,2020,2067,224
October,2020,2068,44
October,2020,2069,42
October,2020,2070,50
October,2020,2071,33
October,2020,2072,65
October,2020,2073,36
October,2020,2074,36
October,2020,2075,36
October,2020,2076,40
October,2020,2077,187
October,2020,2079,14
October,2020,2080,3
October,2020,2081,3
October,2020,2082,4
October,2020,2083,4
October,2020,2084,3
October,2020,2085,6
October,2020,2086,17
October,2020,2087,24
October,2020,2088,118
October,2020,2089,129
October,2020,2090,105
October,2020,2092,12
October,2020,2093,59
October,2020,2094,42
October,2020,2095,150
October,2020,2096,92
October,2020,2097,52
October,2020,2099,172
October,2020,2100,50
October,2020,2101,67
October,2020,2102,9
October,2020,2103,24
October,2020,2104,1
October,2020,2106,22
October,2020,2107,22
October,2020,2108,1
October,2020,2110,17
October,2020,2111,60
October,2020,2112,227
October,2020,2113,235
October,2020,2114,146
October,2020,2115,34
October,2020,2116,17
October,2020,2117,64
October,2020,2118,89
October,2020,2119,16
October,2020,2120,34
October,2020,2121,181
October,2020,2122,146
October,2020,2125,15
October,2020,2126,21
October,2020,2127,236
October,2020,2128,20
October,2020,2130,87
October,2020,2131,166
October,2020,2132,25
October,2020,2133,29
October,2020,2134,165
October,2020,2135,165
October,2020,2136,44
October,2020,2137,108
October,2020,2138,163
October,2020,2140,209
October,2020,2141,158
October,2020,2142,139
October,2020,2143,23
October,2020,2144,183
October,2020,2145,363
October,2020,2146,63
October,2020,2147,87
October,2020,2148,271
October,2020,2150,451
October,2020,2151,95
October,2020,2152,41
October,2020,2153,164
October,2020,2154,83
October,2020,2155,220
October,2020,2156,12
October,2020,2157,4
October,2020,2158,8
October,2020,2159,6
October,2020,2160,140
October,2020,2161,102
October,2020,2162,38
October,2020,2163,17
October,2020,2164,39
October,2020,2165,106
October,2020,2166,150
October,2020,2167,15
October,2020,2168,84
October,2020,2170,444
October,2020,2171,48
October,2020,2172,2
October,2020,2173,31
October,2020,2174,63
October,2020,2176,34
October,2020,2177,26
October,2020,2178,5
October,2020,2179,51
October,2020,2190,39
October,2020,2191,11
October,2020,2192,64
October,2020,2193,108
October,2020,2194,156
October,2020,2195,126
October,2020,2196,85
October,2020,2197,16
October,2020,2198,16
October,2020,2199,42
October,2020,2200,159
October,2020,2203,123
October,2020,2204,143
October,2020,2205,246
October,2020,2206,46
October,2020,2207,59
October,2020,2208,15
October,2020,2209,44
October,2020,2210,72
October,2020,2211,35
October,2020,2212,25
October,2020,2213,35
October,2020,2214,3
October,2020,2216,163
October,2020,2217,159
October,2020,2218,64
October,2020,2219,49
October,2020,2220,193
October,2020,2221,25
October,2020,2222,60
October,2020,2223,67
October,2020,2224,27
October,2020,2225,2
October,2020,2226,16
October,2020,2227,33
October,2020,2228,77
October,2020,2229,95
October,2020,2230,166
October,2020,2231,1
October,2020,2232,94
October,2020,2233,22
October,2020,2234,16
October,2020,2250,216
October,2020,2251,31
October,2020,2256,41
October,2020,2257,73
October,2020,2258,6
October,2020,2259,154
October,2020,2260,57
October,2020,2261,150
October,2020,2262,61
October,2020,2263,88
October,2020,2264,49
October,2020,2265,7
October,2020,2267,7
October,2020,2278,2
October,2020,2280,44
October,2020,2281,28
October,2020,2282,23
October,2020,2283,40
October,2020,2284,27
October,2020,2285,58
October,2020,2286,5
October,2020,2287,116
October,2020,2289,47
October,2020,2290,78
October,2020,2291,40
October,2020,2292,16
October,2020,2293,32
October,2020,2294,7
October,2020,2295,12
October,2020,2296,12
October,2020,2297,4
October,2020,2298,39
October,2020,2299,49
October,2020,2300,139
October,2020,2302,14
October,2020,2303,51
October,2020,2304,66
October,2020,2305,24
October,2020,2306,16
October,2020,2307,17
October,2020,2315,37
October,2020,2316,5
October,2020,2317,17
October,2020,2318,19
October,2020,2319,13
October,2020,2320,104
October,2020,2321,55
October,2020,2322,46
October,2020,2323,62
October,2020,2324,49
October,2020,2325,57
October,2020,2326,14
October,2020,2327,18
October,2020,2328,6
October,2020,2329,5
October,2020,2330,38
October,2020,2333,54
October,2020,2334,3
October,2020,2335,19
October,2020,2336,1
October,2020,2337,11
October,2020,2338,1
October,2020,2339,1
October,2020,2340,175
October,2020,2341,5
October,2020,2343,6
October,2020,2346,7
October,2020,2347,5
October,2020,2350,109
October,2020,2352,10
October,2020,2353,1
October,2020,2354,7
October,2020,2357,8
October,2020,2358,11
October,2020,2360,44
October,2020,2361,1
October,2020,2365,23
October,2020,2370,30
October,2020,2371,2
October,2020,2372,16
October,2020,2380,39
October,2020,2381,2
October,2020,2382,5
October,2020,2388,2
October,2020,2390,34
October,2020,2395,1
October,2020,2397,1
October,2020,2399,1
October,2020,2400,29
October,2020,2402,1
October,2020,2403,2
October,2020,2406,5
October,2020,2409,1
October,2020,2420,9
October,2020,2422,14
October,2020,2423,6
October,2020,2425,2
October,2020,2426,1
October,2020,2427,7
October,2020,2428,68
October,2020,2429,14
October,2020,2430,97
October,2020,2431,11
October,2020,2439,3
October,2020,2440,49
October,2020,2441,2
October,2020,2443,12
October,2020,2444,201
October,2020,2445,16
October,2020,2446,17
October,2020,2447,15
October,2020,2448,21
October,2020,2450,104
October,2020,2452,21
October,2020,2453,7
October,2020,2454,7
October,2020,2455,8
October,2020,2456,33
October,2020,2460,76
October,2020,2462,5
October,2020,2463,19
October,2020,2464,38
October,2020,2465,1
October,2020,2466,4
October,2020,2469,3
October,2020,2470,26
October,2020,2471,4
October,2020,2472,5
October,2020,2473,14
October,2020,2474,13
October,2020,2475,2
October,2020,2476,2
October,2020,2477,15
October,2020,2478,73
October,2020,2479,25
October,2020,2480,114
October,2020,2481,68
October,2020,2482,12
October,2020,2483,20
October,2020,2484,26
October,2020,2485,67
October,2020,2486,53
October,2020,2487,48
October,2020,2488,8
October,2020,2489,19
October,2020,2490,1
October,2020,2500,301
October,2020,2502,33
October,2020,2505,16
October,2020,2506,10
October,2020,2508,13
October,2020,2515,24
October,2020,2516,7
October,2020,2517,20
October,2020,2518,58
October,2020,2519,49
October,2020,2525,17
October,2020,2526,20
October,2020,2527,37
October,2020,2528,54
October,2020,2529,101
October,2020,2530,57
October,2020,2533,21
October,2020,2534,8
October,2020,2535,16
October,2020,2536,48
October,2020,2537,17
October,2020,2538,3
October,2020,2539,29
October,2020,2540,93
October,2020,2541,95
October,2020,2546,18
October,2020,2548,26
October,2020,2549,7
October,2020,2550,34
October,2020,2551,6
October,2020,2556,4
October,2020,2557,63
October,2020,2558,15
October,2020,2559,8
October,2020,2560,213
October,2020,2563,1
October,2020,2564,29
October,2020,2565,84
October,2020,2566,40
October,2020,2567,54
October,2020,2569,2
October,2020,2570,168
October,2020,2571,16
October,2020,2572,12
October,2020,2573,23
October,2020,2574,10
October,2020,2575,32
October,2020,2576,39
October,2020,2577,42
October,2020,2578,5
October,2020,2579,5
October,2020,2580,98
October,2020,2581,2
October,2020,2582,13
October,2020,2583,10
October,2020,2586,6
October,2020,2587,5
October,2020,2590,15
October,2020,2594,31
October,2020,2618,1
October,2020,2619,4
October,2020,2620,145
October,2020,2621,8
October,2020,2622,9
October,2020,2623,3
October,2020,2625,6
October,2020,2626,1
October,2020,2627,66
October,2020,2628,12
October,2020,2630,32
October,2020,2632,3
October,2020,2640,121
October,2020,2641,52
October,2020,2642,6
October,2020,2643,9
October,2020,2644,1
October,2020,2646,10
October,2020,2647,8
October,2020,2648,5
October,2020,2650,199
October,2020,2651,7
October,2020,2652,5
October,2020,2653,7
October,2020,2655,2
October,2020,2656,1
October,2020,2658,3
October,2020,2660,3
October,2020,2663,17
October,2020,2665,1
October,2020,2666,9
October,2020,2671,6
October,2020,2672,2
October,2020,2675,2
October,2020,2680,37
October,2020,2681,1
October,2020,2700,9
October,2020,2701,1
October,2020,2705,22
October,2020,2707,3
October,2020,2710,27
October,2020,2711,10
October,2020,2712,4
October,2020,2713,6
October,2020,2714,7
October,2020,2715,3
October,2020,2717,1
October,2020,2720,17
October,2020,2721,1
October,2020,2722,4
October,2020,2726,1
October,2020,2729,1
October,2020,2730,1
October,2020,2731,14
October,2020,2732,3
October,2020,2733,1
October,2020,2738,2
October,2020,2739,19
October,2020,2745,44
October,2020,2747,183
October,2020,2748,4
October,2020,2749,29
October,2020,2750,196
October,2020,2752,1
October,2020,2753,25
October,2020,2754,14
October,2020,2756,60
October,2020,2757,1
October,2020,2758,7
October,2020,2759,37
October,2020,2760,148
October,2020,2761,47
October,2020,2762,71
October,2020,2763,79
October,2020,2765,106
October,2020,2766,30
October,2020,2767,43
October,2020,2768,39
October,2020,2769,25
October,2020,2770,177
October,2020,2773,6
October,2020,2774,14
October,2020,2775,1
October,2020,2776,1
October,2020,2777,21
October,2020,2778,2
October,2020,2779,6
October,2020,2780,48
October,2020,2782,15
October,2020,2783,6
October,2020,2784,1
October,2020,2785,12
October,2020,2786,1
October,2020,2787,7
October,2020,2790,40
October,2020,2794,30
October,2020,2795,114
October,2020,2797,1
October,2020,2799,7
October,2020,2800,140
October,2020,2804,3
October,2020,2805,3
October,2020,2810,4
October,2020,2820,21
October,2020,2821,13
October,2020,2823,2
October,2020,2824,9
October,2020,2825,4
October,2020,2826,1
October,2020,2827,8
October,2020,2828,2
October,2020,2829,15
October,2020,2830,125
October,2020,2831,4
October,2020,2832,5
October,2020,2833,5
October,2020,2834,4
October,2020,2835,23
October,2020,2840,6
October,2020,2843,1
October,2020,2844,1
October,2020,2845,2
October,2020,2847,3
October,2020,2848,5
October,2020,2849,2
October,2020,2850,63
October,2020,2852,9
October,2020,2864,2
October,2020,2865,1
October,2020,2866,3
October,2020,2867,1
October,2020,2868,1
October,2020,2869,1
October,2020,2870,51
October,2020,2871,20
October,2020,2873,2
October,2020,2874,2
October,2020,2877,6
October,2020,2880,41
September,2018,2000,370
September,2018,2007,84
September,2018,2008,243
September,2018,2009,125
September,2018,2010,329
September,2018,2011,274
September,2018,2015,86
September,2018,2016,107
September,2018,2017,384
September,2018,2018,102
September,2018,2019,45
September,2018,2020,192
September,2018,2021,129
September,2018,2022,105
September,2018,2023,40
September,2018,2024,56
September,2018,2025,38
September,2018,2026,322
September,2018,2027,56
September,2018,2028,19
September,2018,2029,56
September,2018,2030,32
September,2018,2031,219
September,2018,2032,83
September,2018,2033,75
September,2018,2034,133
September,2018,2035,157
September,2018,2036,122
September,2018,2037,114
September,2018,2038,64
September,2018,2039,53
September,2018,2040,128
September,2018,2041,91
September,2018,2042,150
September,2018,2043,91
September,2018,2044,48
September,2018,2045,10
September,2018,2046,95
September,2018,2047,90
September,2018,2048,43
September,2018,2049,94
September,2018,2050,92
September,2018,2060,141
September,2018,2061,71
September,2018,2062,42
September,2018,2063,13
September,2018,2064,57
September,2018,2065,206
September,2018,2066,134
September,2018,2067,207
September,2018,2068,56
September,2018,2069,28
September,2018,2070,41
September,2018,2071,33
September,2018,2072,37
September,2018,2073,25
September,2018,2074,31
September,2018,2075,33
September,2018,2076,36
September,2018,2077,165
September,2018,2079,14
September,2018,2081,7
September,2018,2082,9
September,2018,2083,5
September,2018,2084,4
September,2018,2085,10
September,2018,2086,18
September,2018,2087,21
September,2018,2088,134
September,2018,2089,115
September,2018,2090,85
September,2018,2092,12
